Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Bankruptcies,Purpose,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
2,1.2113112078913044,6,0,-0.0219761491125673,-0.08768994480990826,2.2350039921354505,0,0,0,-0.3546986404422188,2.3509306828356156,0.33470998347120584,-0.23353358783772737,1
3,1.5154110370969747,7,0,-0.0219761491125673,-0.08768994480990826,2.1253228549134606,0,0,0,-0.3661169483876886,3.4119651271959754,3.596339769304609,-0.21962770228599457,0
2,-0.7133332482780735,6,0,-0.4350616587472882,0.011721026956884288,-0.6579531827966811,0,0,0,-0.3673739339446043,-0.781482103269825,-0.4636441537294708,-0.23422888211531404,0
2,-0.20776127709273837,7,0,-1.0546899231993696,-0.07348837741465196,0.6274253753394796,0,0,0,-0.3621144417459306,0.7818550135389912,0.06427087204544472,-0.23144770500496747,1
1,3.258640488521027,2,0,0.597652115339514,1.4460793338777498,0.9312514999005631,0,0,0,-0.35629330304019197,1.257078891435603,3.050723274418189,-0.29193830715500524,1
1,0.1610138119973131,2,0,-0.4350616587472882,1.5170871708540303,-0.4639956845810434,0,0,0,-0.35457941977262103,-0.27636993116587916,-0.4193904809507099,-0.25647829899808655,1
2,-0.4421415364509001,2,0,-1.0546899231993696,-0.826171449363225,-0.8648474305308098,0,0,0,-0.36221987967915875,-0.5326919422879762,-0.32846929869616476,-0.24465829627911365,1
1,0.5564817079755795,6,0,-0.0219761491125673,1.162047985972628,0.12547011956585363,0,0,0,-0.3535925758485512,-0.11634800397981251,-0.8388616580778739,-0.25508771044291323,0
1,-0.39896464521889435,6,0,-0.8481471683820091,2.283971810197859,-0.4344192753557975,0,0,0,-0.36174437527440445,-0.33423366875127797,-0.9243293574243293,-0.23979123633600716,1
2,-1.3212326501439897,6,0,-1.0546899231993696,1.4176761990872377,-0.6744522256608436,0,0,0,2.76051988315993,-0.41570915876047065,-1.167769258387089,-0.22658064506186099,0
3,-0.20776127709273837,6,0,1.2172803797915954,-0.49953539927233476,0.20248127702556673,0,0,0,-0.3664422209660133,-0.3830711414860618,-0.08878425481766372,-0.23144770500496747,1
3,-0.20776127709273837,6,0,0.18456660570479316,0.9490244750437866,1.3024799643442198,0,0,0,-0.35727049904880304,1.6626630438291263,1.734824669103882,-0.23144770500496747,0
2,0.08420818767779253,6,0,-1.674318187651451,1.6306997100160792,1.335665539196001,0,0,0,-0.3685358186205692,2.3484200661221997,0.36653686732825413,-0.23909594205842052,0
1,-0.5506242263126779,2,0,1.8369086442436768,-0.35751972531977383,0.3065377405438644,0,0,0,-0.3698493133966007,-0.012456293315119268,-0.09647277170447875,-0.22379946795151442,0
2,-0.4674531632301635,7,0,-0.8481471683820091,-0.5421401014581031,-0.5893321636116415,0,0,0,2.76051988315993,-0.295319109693329,-1.0803347291393552,-0.22936182217220755,0
1,-0.9304187306197991,6,0,0.18456660570479316,0.16793826830470152,-0.1516856771835581,0,0,0,-0.36704039172445785,-0.08657926294930778,-0.38604377398812845,-0.2251900565066877,0
2,-0.20776127709273837,6,0,-0.4350616587472882,0.04012416174739688,-0.891658375185074,0,0,0,-0.36070860263622223,-0.6827909557972079,0.37789083994017864,-0.23144770500496747,1
2,-1.0858315185313856,7,0,-0.6416044135646487,-0.6131479384343835,-0.8095850113920383,1,1,0,2.76051988315993,-0.44721142085500076,-1.0725568108933912,-0.23979123633600716,0
3,-0.015897344566649062,6,0,-0.0219761491125673,0.3099539422572624,0.5124945426607111,0,0,0,2.76051988315993,1.103034623091003,0.7531083442885818,-0.2474394733894602,0
1,0.35870272150463267,6,0,1.6303658894263162,0.9490244750437866,1.4872973677913583,0,0,0,-0.3636133143261344,0.6460426046608652,0.904911852123604,-0.23492417639290067,1
1,-0.20776127709273837,0,0,0.3911093605221536,0.3809617792335429,-1.0728197407248128,0,0,0,-0.3694310073477806,-0.7221837275624743,-0.36852110759492207,-0.23144770500496747,1
2,0.9469052939907187,2,0,-1.0546899231993696,-1.152807499454115,0.4211873395374482,0,0,5,-0.3705425850359961,0.8198729237707201,0.3320279426967355,-0.23770535350324723,0
2,-0.20776127709273837,0,0,-0.4350616587472882,1.8579247883401764,1.8154502061209086,0,0,2,-0.3670500396399166,-0.11210386620237109,-0.9928107985324726,-0.23144770500496747,0
1,-0.20776127709273837,6,0,-0.6416044135646487,-0.5421401014581031,-0.41712340371694534,0,0,0,-0.3510124476001452,-0.26136600747379746,0.06444967476374275,-0.23144770500496747,1
2,-0.20776127709273837,4,0,0.3911093605221536,-0.04508524262413988,0.007773822316103444,0,0,0,-0.3680692729944552,-0.2139631728609656,-0.6543372527943133,-0.23144770500496747,1
2,0.151375576889195,6,0,0.8041948701568745,-0.10189151220516404,1.8646192287473475,0,0,0,-0.3681402540867591,-0.7268463014588183,-0.7085144764386145,-0.21823711373082127,0
1,-0.7077184508786403,7,1,0.18456660570479316,-1.5220482517307736,-0.569458316525264,3,0,0,-0.36642637081918816,-0.4071611066171731,0.33462058211205686,-0.23422888211531404,1
2,-0.9324304494741414,6,0,0.3911093605221536,0.7644040989054572,-0.565192938966631,0,0,0,-0.3642142416318529,-0.2878470361414955,-0.3088904010425311,-0.27386065593775255,1
2,0.07979441646005621,6,0,1.8369086442436768,-0.47113226448182266,0.3375203181950332,0,0,0,-0.36436378432146405,0.05270018805686902,-0.8145444883893427,-0.23840064778083386,0
3,-0.20776127709273837,4,0,2.2499941538783976,-1.0533965276873225,0.04269367155985649,0,0,0,-0.3616830420975593,0.03410966905990723,-0.382735923699615,-0.23144770500496747,1
1,-0.20776127709273837,6,0,-0.22851890392992774,-1.2664200386161637,-0.5461159206549432,0,0,0,-0.3659329488571532,-0.38982589597691936,-0.5448205878367737,-0.23144770500496747,1
1,0.05436268706262308,6,0,1.2172803797915954,-0.41432599490079824,-0.2702491116292941,1,0,5,-0.37088301862432743,1.1534262871245684,1.451154156524067,-0.23283829356014074,0
1,-0.20776127709273837,6,0,-0.22851890392992774,0.43776804881456705,1.0643219052737374,1,1,0,-0.34767220144095085,0.9608858958409223,0.9630227355704618,-0.23144770500496747,0
1,0.6662555009826816,6,0,-1.0546899231993696,1.2756605251346769,-0.7273710307564103,0,0,0,2.76051988315993,-0.5300617723977308,0.48293743694026764,-0.2370100592256606,0
3,-0.20776127709273837,4,0,1.4238231346089558,-0.04508524262413988,1.7949201471024336,0,0,0,-0.3651700743990909,1.0152825912982704,0.5287109328245618,-0.23144770500496747,0
1,-0.20776127709273837,7,0,0.597652115339514,0.054325729142652664,-0.750666554345867,0,0,2,-0.3617774538416917,-0.6139283259435102,0.6150726457625073,-0.23144770500496747,1
2,-0.20776127709273837,4,0,-0.6416044135646487,-0.1871009165767008,-0.9017827878517192,0,0,0,-0.3607892316439849,-0.5711282886386079,0.07929030038247874,-0.23144770500496747,1
2,-1.0017897114671408,2,0,-1.0546899231993696,0.5513805879766159,-0.6932011380064829,0,0,0,-0.3650191534358428,-0.3420046252451848,-0.7819129922999534,-0.24187711916876709,0
1,0.35053574346909333,2,0,0.18456660570479316,-1.1244043646636028,0.6303783290339178,0,0,0,-0.3677805246675102,-0.148149149016416,0.2048098086276915,-0.22379946795151442,1
2,-0.605721302398026,2,0,-0.6416044135646487,-1.2522184712209077,-0.0870019295911028,0,0,0,-0.3636091795052235,-0.335488977107986,-0.44594268461796643,-0.22240887939634113,0
1,1.5438753576031925,6,0,1.6303658894263162,2.283971810197859,2.302687565703208,0,0,0,-0.3478341485932947,-0.06906472254381,-0.3787128625379095,-0.24813476766704684,0
1,-0.20776127709273837,6,0,-0.8481471683820091,-0.10189151220516404,-0.6631091336917319,1,1,0,-0.3664222359982772,-0.44009800683365524,-1.2836334198442083,-0.23144770500496747,1
2,-0.20776127709273837,6,0,-0.8481471683820091,-0.04508524262413988,-1.099161962570436,0,0,9,-0.3678377230234444,-0.7884161875259266,0.02019600198498184,-0.23144770500496747,0
2,0.3494247942510237,6,0,-0.8481471683820091,0.12533356611893312,-0.31194200545790934,0,0,2,-0.35725602717561483,-0.9031274606936748,-0.4702598543064977,-0.21962770228599457,0
2,-0.9170573143484204,2,0,-0.8481471683820091,-0.28651188834349334,-1.209546184005387,1,0,0,-0.3696880553810753,-0.8251190128125329,-0.49466642535417793,-0.23770535350324723,1
1,-0.4851682994101936,6,0,1.2172803797915954,0.40936491402405495,1.12291225635386,0,0,0,-0.365410583148742,0.014024735352578725,0.657806495435735,-0.22588535078427432,0
2,-0.20776127709273837,0,0,-0.4350616587472882,-1.0817996624778348,0.07901968922953247,0,0,0,-0.3621461420395809,0.02155658549282691,-0.457654262666487,-0.23144770500496747,1
1,0.5217720513245374,6,0,-0.22851890392992774,-0.14449621439093244,0.1962472636706417,0,0,0,-0.36470421790979535,-0.09172004955296924,-1.0678185388584935,-0.24326770772394035,0
1,-0.6848689277718556,0,0,0.8041948701568745,-0.7693651797822005,-0.7780868386513644,0,0,0,2.76051988315993,-0.5000539250135674,-0.5681543425746658,-0.2523065333325667,0
1,0.5862971829362066,6,0,-0.6416044135646487,-0.32911659052926173,-0.7916798001019528,0,0,0,-0.36147147709428457,-0.5262360707391921,0.5206648105011507,-0.24952535622222013,0
2,-1.1474441616524396,0,0,-0.8481471683820091,-0.24390718615772497,-0.8690190635277146,0,0,0,-0.3663705507368909,-0.5508640251660354,-0.487603717981406,-0.2286665278946209,1
2,-0.20776127709273837,0,0,-0.22851890392992774,-0.38592286011028615,0.19737219841138004,0,0,0,-0.3670176502094479,0.34112222715764284,0.889713621068272,-0.23144770500496747,0
2,-0.031180402728742874,6,0,-0.6416044135646487,-0.7125589102011761,-0.5157426826550077,0,0,0,-0.3619407792676725,-0.2669252301963616,-0.15172281165856813,-0.22449476222910106,1
1,-0.20776127709273837,6,0,-0.0219761491125673,-0.996590258106298,0.1883727204854732,1,1,0,-0.36357541180111774,-0.44649410179402477,0.298234228938409,-0.23144770500496747,0
2,-0.048234974508839706,0,0,-0.8481471683820091,-0.35751972531977383,-0.7872269334198635,0,0,0,2.76051988315993,-0.3711158238031282,-1.1570410952892074,-0.2203229965635812,0
2,1.3557646318949061,4,0,-0.22851890392992774,0.5513805879766159,0.11797055462759795,0,0,0,-0.3568170470222402,0.6438308708895224,1.9162200268172271,-0.22310417367392776,0
1,0.17173297066895846,2,0,0.18456660570479316,-0.11609307960042034,0.20252814930643082,0,0,0,-0.3554435973430006,-0.36400240978178267,-0.7871876724897451,3.758846154064764,1
1,-1.0839098766406705,6,0,-1.26123267801673,-0.28651188834349334,-1.0823348137402249,0,0,2,-0.3672643611904653,-0.81752738608387,-1.0394783080082568,-0.22240887939634113,0
2,-0.20776127709273837,6,0,-0.6416044135646487,-0.7409620449916885,0.4109223100282107,0,0,0,-0.362252958246446,0.22198748644720923,1.511321271231352,-0.23144770500496747,0
2,-0.25261960497911984,6,0,-0.4350616587472882,-0.32911659052926173,0.36953408602521215,0,0,0,-0.35744829634797204,0.39318763566681886,0.16314877526425195,-0.2356194706704873,0
1,0.5243242319606434,7,0,-0.4350616587472882,-0.8829777189442494,0.5484455820834744,0,0,0,-0.3609043174926718,-0.4221052537208401,-1.1936956525403024,-0.2404865306135938,1
1,0.21376888702835206,0,0,-0.22851890392992774,0.40936491402405495,2.213442742937965,0,0,0,-0.35803957573823175,1.549266855606501,0.9263681783193669,-0.271079478827406,0
3,-0.20776127709273837,6,0,1.2172803797915954,2.0141420296879935,3.6595463521571183,0,0,0,-0.3578810742699803,-0.48271871437331365,1.000839510490494,-0.23144770500496747,0
2,-0.7768074819807579,4,0,0.18456660570479316,-0.3717212927150301,0.05788029055982426,0,0,0,2.76051988315993,-0.11999437587310728,-0.8495898211757553,-0.22101829084116786,0
2,-0.21334604883762925,2,0,1.6303658894263162,-0.7977683145727129,-0.6998101296083207,0,0,0,-0.3664277490928251,-0.6203244209038797,-0.5356122478444254,-0.23283829356014074,1
2,-0.20776127709273837,0,0,-0.8481471683820091,-1.3232263081971882,-0.40428039876018246,0,0,0,-0.36645600370238296,-0.3285548928518845,-0.928888826740929,-0.23144770500496747,0
2,-0.4962777915908905,7,0,-0.0219761491125673,-0.030883675228883585,-0.8034916148797056,3,1,0,-0.368521346747381,-0.5818282979648335,-0.6950148712071137,-0.23283829356014074,1
2,-0.20776127709273837,6,0,-1.0546899231993696,2.624809427684005,-0.7266679465434488,0,0,0,-0.3684165979509714,-0.7225423870929623,-0.10791614567555227,-0.23144770500496747,0
1,-0.296397009301974,0,0,-0.8481471683820091,-1.3232263081971882,-1.1151454103450935,0,0,5,-0.36788596260073836,-0.776819529373481,-0.19839032113435237,-0.25022065049980674,1
1,-0.4717168061751877,6,0,-1.0546899231993696,-0.25810875355298124,0.1071430577479913,0,0,0,-0.36849378127464166,0.014024735352578725,-0.135809369730044,-0.2217135851187545,0
2,0.8856529587241737,2,0,1.4238231346089558,-0.27231032094823754,1.0976949692489752,0,0,0,-0.36827670317681904,1.282663271277081,2.7868998635694546,-0.21893240800840794,0
1,1.9583795185613557,6,0,0.3911093605221536,-0.1586977817861887,1.2920274457115257,0,0,0,-0.3599822524295395,1.0894055609324589,2.9573882554666207,-0.22379946795151442,0
1,0.002778612558738661,9,0,1.2172803797915954,-0.04508524262413988,2.325037980402193,0,0,0,-0.35336860638254375,2.1081181806952336,-0.11730328838619854,-0.21962770228599457,0
1,1.0035336784577304,4,0,-0.4350616587472882,-0.04508524262413988,0.35069142911784473,0,0,0,-0.35969557151305,0.43903627898086933,0.09502493959270483,-0.2217135851187545,0
1,0.36933180321265074,7,0,-0.0219761491125673,-0.49953539927233476,0.23533874591129944,0,0,0,-0.3653161714046096,-0.013711601671827299,0.0019581247185834023,4.433281603323806,1
1,0.11885779301974982,6,0,1.4238231346089558,1.9431341927117132,4.4049562347388695,0,0,0,-0.3486845434273046,1.223066012627657,-0.011988487308662461,-0.23283829356014074,0
1,-0.408002367236164,6,0,0.3911093605221536,0.15373670090944522,-0.11437534161573606,0,0,0,-0.36878321873840514,-0.3845655561964285,-0.48965994924183326,-0.22727593933944762,0
2,0.006772024612881052,6,0,-1.0546899231993696,-0.7693651797822005,-1.006870441549027,1,1,0,-0.36638777915735304,-0.6049618376813101,-0.3476011895540533,-0.27177477310499265,0
2,-1.1038168856022976,6,0,-1.0546899231993696,-0.2013024839719571,-1.288994700070033,0,0,0,-0.36672269965113646,-0.9118548426022163,-0.8139186788752996,-0.22658064506186099,0
1,0.5408083163044342,6,0,0.18456660570479316,-0.7693651797822005,-0.4692922523186865,0,0,0,-0.3632570305909779,-0.045213863766357415,0.6917790119123596,-0.28568065865672543,0
1,-0.20776127709273837,6,0,1.4238231346089558,-0.059286810019396174,2.060322256734244,0,0,0,-0.3621730183755018,6.410597908429389,3.3606777865878135,-0.23144770500496747,0
2,-0.395962079764652,2,0,-1.26123267801673,-1.7350717626596148,-0.7567599508581998,0,0,3,-0.36134812160377583,-0.535800324885539,-0.26016666030631963,4.13430506396155,1
1,-0.780710817071273,9,0,-0.6416044135646487,0.3099539422572624,0.11154905214921651,0,0,0,-0.36565729412975945,-0.122385439409694,-0.40767890290218933,-0.2251900565066877,0
2,-0.8569759796090299,4,0,0.3911093605221536,-0.982388690711042,-0.47182335548534776,0,0,0,-0.3653258193200684,-0.04168704504989199,-0.5875544375100014,4.349846290013409,1
2,-0.7258539462222644,6,0,-1.0546899231993696,-0.49953539927233476,-0.37845377200406444,0,0,3,2.76051988315993,-0.9083878004741656,-1.5772274832895636,-0.21754181945323464,0
2,-0.09129176312267571,6,0,1.2172803797915954,0.3241555096525187,0.019070042004351074,1,1,0,-0.36577651479935724,-0.34134708277262343,-0.16754685222794324,-0.24535359055670028,1
2,-0.20776127709273837,0,0,-0.4350616587472882,-1.3374278755924442,-1.1582679087400636,0,0,9,-0.37089197740296775,-0.8676799437637766,-0.9160150310234713,-0.23144770500496747,1
3,-1.5214737402874154,0,0,-0.4350616587472882,3.0224533147511763,0.08351942819248588,0,0,9,2.76051988315993,-0.20469780165669205,-1.2336580600799107,-0.22936182217220755,0
2,-0.5366622969504508,6,0,-0.22851890392992774,-0.28651188834349334,0.4075943780868598,0,0,0,-0.36147147709428457,0.09639687418799145,-0.13232271672323254,-0.3107112526498445,0
1,-0.9343220657103142,9,0,-0.8481471683820091,-1.3942341451734686,-0.06098781371152839,0,0,0,-0.36254239571020946,-0.2509648810896452,-1.034382430536763,-0.2321429992825541,0
2,0.3329407099072329,6,0,-0.8481471683820091,0.06852729653790895,-0.024568051480124208,0,0,0,-0.35920421696147053,0.4474647779473375,0.1239015785978357,-0.23631476494807396,0
2,-0.16596556596968418,2,0,-0.22851890392992774,1.8437232209449206,-0.17952781201683235,0,0,0,2.76051988315993,0.13519188006911106,-0.5343606288163393,-0.2203229965635812,0
2,-0.20776127709273837,0,0,1.010737624974235,-0.10189151220516404,1.1795339716376905,0,0,2,-0.36115171761050774,-0.22555983101341123,-1.0843577903010608,-0.23144770500496747,0
1,1.8253658689384176,6,0,-0.22851890392992774,0.579783722767128,-0.1567010112360166,0,0,0,-0.35822150785831164,0.29389872231005504,2.8605665835082403,-0.2321429992825541,0
2,-0.20776127709273837,2,0,0.597652115339514,-0.9113808537347615,-0.6482506206578128,0,0,0,-0.36909539771717864,-0.417442679824496,-0.33982327130808926,-0.23144770500496747,0
2,0.14293836796277387,6,0,-0.8481471683820091,0.7928072336959694,-0.5400693964234745,0,0,6,2.76051988315993,-0.8774833042637822,-0.7482980812599248,-0.22240887939634113,0
1,2.4199639058420397,2,0,-0.0219761491125673,-0.22970561876246917,-0.18496499659706772,0,0,0,-0.3595977140848252,0.22999754929477476,0.7208344536357885,-0.22449476222910106,0
2,-0.2659810212504985,2,0,0.597652115339514,-0.5279385340628471,-0.004366098427697949,0,0,0,2.76051988315993,-0.23195592597378073,-0.5245264793099479,-0.22936182217220755,0
1,-0.20776127709273837,2,0,-0.4350616587472882,-0.6415510732248957,-0.7353861907841711,0,0,0,-0.36717408426724385,-0.40704155344034376,-0.412506576296236,-0.23144770500496747,0
1,0.3647078524131175,6,0,0.597652115339514,-0.04508524262413988,-0.6850922334169939,2,1,0,-0.36428660099779375,-0.29962302405918506,-0.25203113662375953,-0.2251900565066877,0
1,-0.6272797223594864,6,0,0.3911093605221536,-0.44272912969131056,-0.5875041446579418,0,0,0,-0.3649523071644498,-0.8125659292454526,-0.7526787478582264,-0.22658064506186099,0
2,-0.4255373494889396,0,0,-0.0219761491125673,-1.465241982149749,-0.9885433797311646,0,0,6,-0.3600263571859226,-0.6121948048794849,-0.6836608985951892,-0.305844192706738,1
1,1.1713770873498806,2,0,1.6303658894263162,-0.32911659052926173,0.9153149244067698,0,0,0,-0.3517298390281876,0.5218268539351847,2.5765384654918293,-0.22797123361703425,0
1,-0.4106746504904397,6,0,-0.22851890392992774,0.7786056663007136,-0.9737786112589737,0,0,0,-0.36489579794533405,-0.6115372624069235,-0.3884576106851518,4.3985168894444735,1
1,0.07937405729646227,4,0,-0.22851890392992774,-0.8687761515489933,-0.5955193046857025,0,0,0,-0.3649247416917104,-0.3812180672452071,-0.2725934492280323,-0.23631476494807396,0
1,0.5337823131415069,6,0,-0.4350616587472882,-0.1871009165767008,-0.4945564117044353,0,0,0,-0.3574972250620844,-0.014189814379144645,0.612301203628888,-0.23631476494807396,0
2,-1.1590640899603577,2,0,0.18456660570479316,-1.749273330054871,-0.6737491414478821,0,0,0,-0.3684958486850971,-0.6529026615898739,-0.5823691586793587,-0.2759465387705125,0
1,-0.20776127709273837,4,0,-0.6416044135646487,-1.6924670604738465,-0.4255135419916189,0,0,0,-0.36620860358454704,-0.4130192122818106,0.2651557260532746,-0.23144770500496747,0
2,-1.413591563516486,2,0,-0.22851890392992774,-1.2096137690351394,-0.7523070841761105,0,0,0,2.76051988315993,-0.7804659012667757,-0.9409580102260455,-0.22101829084116786,0
2,-0.13038516533691175,0,0,-0.22851890392992774,-0.22970561876246917,-0.5081493731550237,0,0,0,-0.36173059253803475,0.027235361392220388,0.6468995296195555,-0.24813476766704684,0
2,-1.2722307819307537,6,0,-0.4350616587472882,-1.1386059320588588,-0.5855355088616496,0,0,0,-0.3663981162096303,-0.5198399757788226,-0.9974596692082212,-0.2571735932756732,1
1,1.705443404695976,6,0,-0.0219761491125673,0.48037275100033544,0.9410478066011596,0,0,0,-0.34844954777220133,1.775700572521264,0.6482405500067907,-0.2676030074394728,0
1,-0.4672129579938241,6,0,-0.22851890392992774,-0.49953539927233476,-0.47885419761496245,1,1,0,2.76051988315993,-0.47171982210501473,-0.5281025336759084,-0.23492417639290067,0
1,1.6344927830122282,2,0,0.597652115339514,-0.08768994480990826,1.8378551563739476,0,0,0,-0.3516016595799495,2.2224707943324935,2.22268788598004,-0.2474394733894602,0
1,1.001461908294303,4,0,-0.4350616587472882,0.3099539422572624,0.5176973658366261,0,0,0,-0.3548378460795527,-0.324310755074443,-0.5284601391125044,-0.21962770228599457,0
1,-0.09039099348640299,6,0,0.8041948701568745,-0.7267604775964324,0.1960129022663212,0,0,0,-0.36498607486855555,-0.39484712940375144,-0.472405486926074,-0.2307524107273808,0
1,-0.1720007225327114,2,0,0.8041948701568745,0.579783722767128,1.676989488448363,0,0,0,-0.3563208685129314,1.1647240623349406,0.40265501642445495,-0.22588535078427432,0
1,-0.20776127709273837,6,0,-0.6416044135646487,2.1703592710358106,0.09969036509059971,0,0,5,-0.36853030552602134,0.35086581106923376,-0.24452142245524253,-0.23144770500496747,0
2,-0.8634615209901936,0,0,0.18456660570479316,-0.5705432362486152,-0.18815231169582639,0,0,0,-0.36775227005795236,0.09334826817884337,-0.6493307766819686,-0.2251900565066877,0
1,0.4651136412029833,6,0,-0.6416044135646487,-0.04508524262413988,0.647721072953634,0,0,3,-0.3583152304656255,0.2588696414990595,-1.0384948930576177,-0.2286665278946209,1
1,0.9150781001757493,6,0,1.2172803797915954,0.48037275100033544,2.336134133764611,0,0,0,-0.36169751397074745,2.2637166403386146,-0.15056059398963098,-0.2578688875532598,0
1,-1.1623969376145669,6,0,0.597652115339514,0.11113199872367734,-0.543631689769146,1,1,0,-0.36168648778165174,-0.7293569181722345,-0.27929855116420815,-0.2752512444929258,1
2,-0.20776127709273837,9,0,-0.0219761491125673,-0.5989463710391275,-0.6568751203368068,0,0,5,-0.36844967651825866,-0.322517457422003,0.1644003942923381,-0.23144770500496747,0
2,-0.12663195851910874,6,0,-0.8481471683820091,0.06852729653790895,-0.4682141898588122,0,0,0,-0.369457194546883,-0.4094326169769305,-0.0137765144916427,-0.2370100592256606,1
1,3.78351895557714,6,0,-1.0546899231993696,0.6649931271386648,0.7048115110461055,0,0,0,-0.36761099701016303,1.1706419445879928,0.493218593242404,-0.23631476494807396,1
2,0.6043726269707458,2,0,-1.26123267801673,-0.7693651797822005,-0.3387998223930375,0,0,0,-0.36717408426724385,-0.2078061842542548,-0.9599110983656362,-0.21962770228599457,0
1,-0.20776127709273837,4,0,-0.22851890392992774,-0.40012442750554217,-0.8432393090524607,0,0,0,-0.36134812160377583,-0.5866702016264216,0.02994075013222414,-0.23144770500496747,0
2,-0.5229705984791054,6,0,0.18456660570479316,0.40936491402405495,-0.8704252319536375,0,0,0,-0.36789905620028956,-0.6342523660044974,-0.681962272771358,-0.2356194706704873,1
1,-0.20776127709273837,6,0,-0.6416044135646487,0.12533356611893312,-0.5239453318062248,0,0,0,-0.3616306676993545,-0.4640684187879372,0.7749222759209407,-0.23144770500496747,0
2,-1.0964005489303188,7,0,-0.0219761491125673,1.2756605251346769,-0.786992572015543,2,1,0,-0.368279459724093,-0.5789590217209294,-0.5863922198410642,-0.23144770500496747,0
3,-0.20776127709273837,6,0,-1.0546899231993696,0.2957523748620061,-0.7576505241946176,0,0,0,-0.3615500386915918,-0.4327454864586511,-0.6976969119815841,-0.23144770500496747,1
2,-0.20776127709273837,6,0,1.010737624974235,0.3383570770477745,0.015367131816087327,0,0,0,-0.3589878280004664,0.2775797136728506,0.687040739877462,-0.23144770500496747,1
1,0.3707730346306871,4,0,0.597652115339514,-0.3717212927150301,-0.14015509609098997,0,0,0,-0.36173886217985657,0.10052145878860355,-0.06562930279806962,-0.21962770228599457,0
1,-0.9469628662726747,6,0,-0.0219761491125673,0.2531476726762383,-0.4058740563095618,1,1,0,2.76051988315993,-0.41971419018425343,-1.2706702227676017,-0.22658064506186099,0
2,0.43764016729666533,0,0,-1.0546899231993696,-1.2238153364303956,-0.3324720644763843,0,0,0,2.76051988315993,-0.6154227406538769,-0.5901470769253228,-0.21962770228599457,0
1,2.1759153857212175,6,0,1.2172803797915954,-1.4936451169402611,1.6673806708712229,0,0,0,2.76051988315993,0.01187277816965067,0.09457793279695978,-0.22727593933944762,0
1,-1.42974536566031,9,0,1.010737624974235,-0.25810875355298124,-0.09276722013738686,0,0,0,-0.3674159712905319,-0.25891516734879605,-0.7637645163927039,-0.2523065333325667,1
1,-0.20776127709273837,6,0,0.18456660570479316,-0.2155040513672129,-0.5176644461704356,1,1,0,-0.35841997926203517,-0.18987320772985436,-0.2084032733590417,-0.23144770500496747,0
