Annual Income,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Home Ownership,Years in current job,Purpose,Tax Liens,Bankruptcies,Number of Credit Problems,Credit Default
-0.20776127709273837,2.0434513990610372,-0.30071345573874964,3.9692783841070782,-0.35939028390246136,2.729436040677294,2.222956090057487,-0.23144770500496747,1,6,0,0,0,0,1
-0.8247284266304666,2.8696224183304793,-0.6983573428059201,-0.23774318485004212,-0.3659977277180908,-0.33536942393115665,-0.7162029933254296,4.447187488875539,2,0,0,0,0,0,1
-0.8731898330619389,0.18456660570479316,1.6591028448065912,0.5789594369260023,-0.3610779799709299,0.4293524716576931,-0.5736972268419045,-0.22658064506186099,1,6,0,0,0,0,0
0.04616568337254133,-0.0219761491125673,1.3182652273204452,-0.5173832124852511,-0.3636560408088804,-0.7622938183887166,0.08268755203014119,-0.25022065049980674,1,4,6,1,0,2,0
1.5374798931856561,0.18456660570479316,0.45196961620982334,-0.9084855240152852,-0.3670245415776327,-0.5590534177788449,0.851718043429942,-0.3183594897032976,3,4,9,0,0,3,0
-0.5801994960369656,0.8041948701568745,0.5371790205813601,0.8425691445056896,2.76051988315993,0.868710396505504,0.3738677787784731,-0.22379946795151442,1,6,2,0,0,0,0
-0.5579805116755718,-0.8481471683820091,0.2673492400714941,-0.9246564609133989,-0.3671809756354287,-0.5057327009129609,0.29814482757926,-0.24465829627911365,1,6,0,0,0,0,1
-1.015961820411165,-0.4350616587472882,-1.749273330054871,-0.9003297471449321,-0.3685158336528332,-0.6491367365197498,-0.04935825543294945,-0.25091594477739343,2,2,9,0,0,0,0
-0.6149091526880077,0.18456660570479316,1.6591028448065912,-0.40226489068302623,2.76051988315993,-0.4233605620775482,-0.30406272764848447,-0.23979123633600716,1,6,0,0,0,0,0
1.5094819283928123,-1.0546899231993696,-0.669954208015408,-0.3837972120225716,-0.36714307311041205,-0.2573011994616,2.012594691979862,-0.2251900565066877,2,9,2,0,0,0,0
1.3137287155355126,2.0434513990610372,0.12533356611893312,2.3201240541846526,-0.34732487648443466,1.2928850678959893,0.6024670541224967,-0.2404865306135938,2,2,0,0,0,0,0
1.3459162172049912,0.3911093605221536,1.0058307446248107,3.6516249366910856,2.76051988315993,0.12777958310569223,-0.27715291854463187,-0.2217135851187545,1,6,0,0,0,0,0
-0.1591197167340115,0.8041948701568745,0.08272886393316475,-0.2830218081647608,-0.3663085284232273,-0.24474811589451972,0.14669892518083374,-0.22449476222910106,1,4,0,0,0,0,1
0.08399800809599556,-0.4350616587472882,-0.5563416688533591,-0.2973178538283107,-0.3551996429092571,0.1390773583160645,0.7282547664451564,-0.27872771588085904,1,6,0,0,0,0,0
-1.0839098766406705,-1.26123267801673,-0.28651188834349334,-1.0823348137402249,-0.3672643611904653,-0.81752738608387,-1.0394783080082568,-0.22240887939634113,1,6,2,0,0,0,0
0.9619181212619307,1.8369086442436768,2.0141420296879935,0.4402643578491361,-0.36818229143268666,1.044334013267799,0.41293617272659133,-0.23283829356014074,1,0,2,0,1,1,0
-0.3061253213737194,1.2172803797915954,-0.27231032094823754,3.889876740323296,2.76051988315993,2.3112390281282758,0.3079789770856513,-0.22101829084116786,2,2,0,0,0,0,0
1.344565062750582,-0.4350616587472882,2.6390109950792615,-0.8543011673363878,-0.37109527276442067,-0.45946562148000775,-1.184576713907103,-0.29471948426535177,1,6,0,0,0,0,0
-0.531227653478272,-0.0219761491125673,-0.840373016758481,-1.0511647469655996,-0.36546709236785774,-0.6877524126356254,-0.8163325155723229,-0.22240887939634113,2,7,0,0,0,0,1
-0.0792514756511637,-0.4350616587472882,0.06852729653790895,0.1575307596768967,-0.3579734186036572,0.22635117740148,-0.42868822230220716,-0.22310417367392776,1,6,0,0,0,0,0
-0.8863110440969783,1.8369086442436768,-0.0024805404383715026,3.3508455103861685,-0.35761093263713434,0.9993820187799686,-0.7559865981467399,-0.2307524107273808,2,2,0,0,0,0,1
-0.24451267825266534,0.597652115339514,-0.2013024839719571,-0.46938599688041466,-0.3691512177994759,-0.6787859243734252,-1.3439793372697915,-0.2523065333325667,2,6,3,0,0,0,0
0.2914452553296029,-0.4350616587472882,0.08272886393316475,-0.8450204557252964,-0.36719269096134294,-0.5007712440745434,0.13784819062508155,-0.22658064506186099,1,6,0,0,0,0,0
-0.7048960393516525,0.597652115339514,-0.27231032094823754,0.30728769703768993,-0.3609091414504012,0.7717527700969122,-0.13831260778621635,-0.3169689011481243,1,2,0,0,0,0,0
-0.20776127709273837,-0.8481471683820091,0.46617118360507964,-1.0531802550427558,-0.36381660968758733,-0.6170964851294877,-0.15181221301771713,-0.23144770500496747,2,7,0,0,0,1,1
-1.0156615638657407,-1.26123267801673,-0.45693069708656664,0.21691793953170893,-0.36865159360607463,0.8761824700573375,-0.8615696033017229,4.3776580611168745,1,6,0,0,0,0,1
-1.5221343046873488,-0.8481471683820091,-1.2238153364303956,-0.951936128376304,-0.36778190294114715,-0.749800511410051,-1.5752606533882854,-0.2370100592256606,2,2,0,0,0,0,0
4.194209858408415,1.010737624974235,-0.25810875355298124,0.5539296389445739,-0.35187042293915843,0.9519194075787221,3.0632394646990506,-0.25508771044291323,1,7,0,0,0,0,0
-0.20776127709273837,-1.0546899231993696,-0.07348837741465196,0.6274253753394796,-0.3621144417459306,0.7818550135389912,0.06427087204544472,-0.23144770500496747,2,7,0,0,0,0,1
-0.9285871656927112,-1.26123267801673,-0.059286810019396174,-0.9372651044658413,2.76051988315993,-0.575432203004464,-0.9040352488975036,-0.25091594477739343,2,6,0,0,0,0,0
-0.39386028394668227,-0.6416044135646487,-0.1871009165767008,-0.6111746464943112,2.76051988315993,-0.5617433642575049,0.25818242003965164,-0.23840064778083386,2,4,0,0,0,0,0
0.30874003234603914,-0.6416044135646487,-0.1586977817861887,0.2703523397167807,-0.3515830528858504,0.8242366147249909,0.18424749602341875,-0.23283829356014074,1,6,0,0,0,0,0
3.389912650180504,1.2172803797915954,0.9064197728580182,2.281595039314364,-0.3476239618636569,1.5743730227406616,2.588697050336095,-0.2286665278946209,1,6,0,0,0,0,0
-0.20776127709273837,1.6303658894263162,1.4886840360635183,1.76262514558707,-0.36381660968758733,0.19341427718499785,-0.7666253598854723,-0.23144770500496747,1,6,0,0,0,0,0
-0.20776127709273837,-0.22851890392992774,1.2472573903441648,-0.11793763496140751,-0.362763608628943,-0.5594120773093328,0.253533549363903,-0.23144770500496747,1,4,0,0,0,0,0
-0.20776127709273837,2.0434513990610372,-0.08768994480990826,0.3516288747351267,-0.3677288394061239,-0.30715487419943327,0.25460636567369116,-0.23144770500496747,2,2,0,0,0,0,0
0.07979441646005621,1.8369086442436768,-0.47113226448182266,0.3375203181950332,-0.36436378432146405,0.05270018805686902,-0.8145444883893427,-0.23840064778083386,2,6,0,0,0,0,0
-0.9558204343626897,-0.22851890392992774,0.6649931271386648,-1.174626334761634,2.76051988315993,-0.8004312817972749,-0.37772944758727034,-0.23770535350324723,3,4,0,0,0,0,0
0.1572305795249677,-0.22851890392992774,-0.9397839885252738,0.15167172456888445,-0.3610924518441181,0.5542855414443495,1.5072088087104976,-0.2752512444929258,2,6,0,0,0,0,1
0.5383462126319555,-0.0219761491125673,0.12533356611893312,-0.07064350356953258,-0.3579196659318154,0.16956341840754527,0.7140399503404635,-0.23144770500496747,1,6,0,0,0,0,0
-0.11804462131997549,3.0761651731478397,-0.22970561876246917,-0.6659214705435778,-0.36653387616287175,-0.3675292284982481,0.07732347048120047,-0.243963002001527,2,0,0,0,0,0,0
-1.6852336601617959,-1.0546899231993696,-0.826171449363225,-0.5689427214357589,-0.3696267222042302,-0.5840400317361761,-1.3160861132152997,-0.2203229965635812,2,0,2,0,0,0,0
-1.0819281834408705,-0.8481471683820091,-0.840373016758481,-0.7668374912439808,-0.3665104455110433,-0.5496087168093273,-1.1116252048415094,-0.24326770772394035,2,6,0,0,0,0,1
-0.20776127709273837,-0.6416044135646487,-0.3717212927150301,-0.4541525055995828,-0.3619559402776792,-0.18467264453777824,-0.45667084771584787,-0.23144770500496747,2,6,0,0,1,1,1
1.1986704073289438,2.6630796635131184,-1.1102027972683468,0.40046979139551686,-0.3576281610575965,1.0057183371519234,2.7654435373736916,3.654552012426768,1,0,0,0,0,0,1
1.5161316528059927,2.0434513990610372,-0.5421401014581031,0.49224571732742084,2.76051988315993,-0.17355419909264994,1.4598260883615213,-0.2217135851187545,1,0,0,0,0,0,0
-0.6988008314795404,-1.0546899231993696,0.19634140309521358,-0.6688275519571518,2.76051988315993,-0.16679944460179244,-1.3085763990467827,-0.22310417367392776,2,0,0,0,0,0,0
-0.6610886093742558,-1.674318187651451,-0.40012442750554217,0.2003720243866823,-0.3614928403356576,0.09675553371847945,-0.8651456576676835,-0.2460488848342869,1,0,0,0,0,0,0
-0.831274019320715,-0.0219761491125673,0.9490244750437866,0.5051355945650478,-0.3624652123865392,-0.22083748052865246,-0.09843960160575702,4.1412580067374165,1,4,0,0,0,0,1
-0.20776127709273837,-1.0546899231993696,-0.32911659052926173,-0.7830553004229588,-0.36915259607311285,-0.9092844493003855,-0.4606045075184044,-0.23144770500496747,3,0,0,0,0,0,0
-1.2574581598958812,-1.26123267801673,2.2981733775931152,-0.8500826620586189,2.76051988315993,-0.6772915096630585,-0.6851807217007224,-0.25856418183084645,1,4,0,0,0,0,0
-1.0001983517763924,-1.0546899231993696,-0.9681871233157859,-1.0916155253513162,-0.3691560417572053,-0.7502189475289537,-1.354528697649375,-0.23631476494807396,2,2,0,0,0,0,1
-0.5303569094965418,0.18456660570479316,-0.2155040513672129,0.5990207731358362,-0.36072858760395826,1.1155279300696688,0.2473648555826212,-0.22797123361703425,2,6,0,0,0,0,0
0.7535100530829658,0.8041948701568745,1.7585138165733838,0.1674208109392214,-0.35440920297845535,0.5554810732126428,2.4299202364874497,-0.25647829899808655,1,9,0,0,0,0,1
0.7305704530125539,-0.8481471683820091,1.0342338794153234,-0.32914413253503333,-0.35802579300186205,-0.0048048899980417436,0.6507437880629631,-0.21962770228599457,1,6,0,0,0,0,0
-0.7314086923126129,0.18456660570479316,0.2957523748620061,-0.4674173610841225,2.76051988315993,-0.20774640766584013,-0.951954377401374,-0.22240887939634113,2,4,0,0,0,0,0
-0.20776127709273837,-0.8481471683820091,-0.4853338318770787,0.48657417134286496,-0.35817189000738076,0.761530973478004,0.7418437730358063,-0.23144770500496747,1,2,0,0,0,0,0
-0.20776127709273837,-0.8481471683820091,-0.669954208015408,-1.0452588395767233,-0.3648902848507862,-0.6429199713246243,-0.16745745086879424,-0.23144770500496747,1,9,6,0,0,0,0
0.3732351383031659,0.18456660570479316,0.3383570770477745,0.49435496996630524,-0.35833176974926917,0.9962736361824058,1.8584667488069655,-0.24187711916876709,1,6,0,0,0,0,0
-0.8091751375774909,-0.8481471683820091,0.054325729142652664,-0.6997632573274566,-0.36942342684277724,-0.4294577740958443,0.058191579623311916,-0.26899359599464606,2,4,0,0,0,0,1
-0.09150194270447268,-0.4350616587472882,2.667414129869774,0.7811195842928571,-0.35833590457018005,-0.2175497681658457,-1.3261884667991382,-0.22101829084116786,1,6,0,0,0,0,0
-0.4045193913092428,0.3911093605221536,-1.0249933928968102,0.08009775168940673,-0.36180708672488654,-0.887406217940617,-1.3777730510281179,-0.23144770500496747,1,4,2,0,0,0,0
-0.20776127709273837,-1.0546899231993696,-0.08768994480990826,-1.2653241982336636,-0.37004158256895786,-0.8865693457028117,-0.7685027884276016,-0.23144770500496747,1,4,0,0,0,0,0
-0.5374129383140114,-0.0219761491125673,-0.49953539927233476,-0.7397921851853962,-0.3640874404572517,-0.6190691125471717,-1.1584715170355917,-0.31766419542571095,2,2,0,0,1,1,1
-0.3626035775680189,2.8696224183304793,1.020032312020067,-0.8761436502190575,-0.36867295684744766,-0.520676848016628,-0.0015285282882280633,4.370705118341008,2,6,0,0,0,0,1
-0.20776127709273837,-0.4350616587472882,1.2330558229489084,1.2747784463535377,-0.35747310527343745,1.8607626578353367,2.462104725781094,-0.23144770500496747,1,4,0,0,0,0,1
0.75579200282819,-1.0546899231993696,0.16793826830470152,-0.5984722583801406,-0.3620386366958973,-0.15627876504081084,0.40640987350871344,-0.22727593933944762,1,6,0,0,1,1,0
2.4307731414773124,1.8369086442436768,-0.5847448036438715,3.7070748449533135,-0.3616265328784436,0.3815909775143732,0.23601088297069667,-0.2217135851187545,2,7,0,0,0,0,0
-0.2370663159261442,-0.8481471683820091,0.3099539422572624,0.03660027504752374,-0.36652698479468687,-0.671792063528909,-1.2032615979692467,-0.21823711373082127,1,7,2,0,0,0,0
0.31354413707282697,-0.6416044135646487,-1.1954122016398834,0.008898757056841797,-0.36173059253803475,-0.0527457139066056,-1.1202971366789636,-0.22310417367392776,2,2,0,0,0,0,0
-1.0193246937199165,-1.4677754328340904,-1.7918780322406394,-1.1366597872617143,2.76051988315993,-0.7224228339161329,-0.6837502999543382,-0.2898524243222453,2,6,0,0,0,0,0
0.39305207030116573,0.18456660570479316,-0.1871009165767008,-0.24393032592410305,-0.3543678547693463,-0.02817753606817699,-0.6317187089296132,-0.2543924161653266,2,9,0,0,0,0,0
-0.7119220425145797,0.8041948701568745,-0.47113226448182266,0.07916030607212476,-0.36644359923965025,0.01814931995319083,0.3791424589682648,4.40546983222034,2,4,0,0,0,0,1
0.040100501154971685,0.597652115339514,1.2898620925299327,-0.3143324917819783,2.76051988315993,0.14840250610875275,0.2752580796371129,-0.22449476222910106,1,7,0,0,0,0,0
-0.6770622575908254,0.18456660570479316,-0.6131479384343835,-0.8011480008365006,-0.36489648708215255,-0.8795157082698809,-0.6699824906453904,-0.2286665278946209,2,2,2,0,0,0,1
-0.2455936018161926,1.2172803797915954,-0.2155040513672129,1.4450654427328058,-0.3594674672261316,0.9849160843836189,1.1932312353791676,-0.24674417911187357,1,7,0,0,0,0,1
-0.8406420235379513,-0.4350616587472882,-0.41432599490079824,-0.7019662545280692,-0.3649571311221792,-0.38259292877874446,0.015815335386680254,-0.2404865306135938,2,0,0,0,0,0,0
0.2583569840238517,-0.8481471683820091,-1.2096137690351394,-0.785539531308756,-0.3549322578236851,-0.5882243929252029,0.5163735452619981,-0.2877665414894854,3,6,0,0,0,0,0
-0.3616127309681189,1.010737624974235,-0.7551636123869445,-0.23736820660312932,-0.36132538008876586,-0.23321123433048876,-0.27992436067825127,-0.2356194706704873,1,4,0,0,1,1,0
2.3642062653567586,-0.4350616587472882,-1.4936451169402611,-0.6319390669171067,-0.3642797096296089,-0.36465995225434406,-0.2643685241863232,-0.24952535622222013,1,2,0,0,0,0,1
0.9087727127218402,-0.6416044135646487,0.5371790205813601,0.6775318435832004,-0.3549191642241339,0.9991429124263099,0.6536046315557315,-0.25091594477739343,1,6,0,0,0,0,0
-0.048925564563315455,0.8041948701568745,-0.35751972531977383,2.2347898104007715,-0.36351407862427265,2.045173433094588,-0.3063871629863588,-0.22588535078427432,3,6,0,1,1,3,0
0.2653529615322365,-0.6416044135646487,-0.25810875355298124,-0.0583160937022748,-0.36100010751044115,0.17583996019108541,1.2773579143383877,-0.2474394733894602,2,0,0,0,0,0,1
0.8554171245999528,1.2172803797915954,0.8780166380675061,2.709304602199259,2.76051988315993,2.8971093711804383,2.2340418585919646,-0.22727593933944762,1,7,0,0,0,0,0
2.7408180502823827,-0.22851890392992774,-0.22970561876246917,-0.6336733413090783,-0.35879969364902015,-0.48062653377880027,-0.07421183327637478,-0.25856418183084645,2,2,0,0,1,3,1
-0.16707651518775388,0.597652115339514,0.991629177229555,-0.134905400634211,-0.3635375092761011,0.2641299812795503,0.1232757690837926,-0.2307524107273808,1,6,0,0,0,0,0
-0.46940483077542106,-0.0219761491125673,-1.749273330054871,0.24738492209337265,2.76051988315993,-0.202545844473764,-0.7014517690658426,-0.3218359610912308,1,4,0,0,0,0,0
1.0081576292572636,0.18456660570479316,-0.22970561876246917,0.2681962147970322,-0.3578631567126997,0.0493526991056476,0.8194441527771487,-0.21823711373082127,3,6,0,0,0,0,0
-0.20776127709273837,-0.4350616587472882,-0.6415510732248957,-0.5755048407567326,-0.3615562409229581,-0.5297031128672428,-0.26177588477100183,-0.23144770500496747,2,7,0,1,1,3,1
-0.6149391783425502,0.8041948701568745,0.3241555096525187,0.1768421393929051,-0.3594812499625013,0.31069594365457676,-0.3720077606017336,-0.2724700673825793,1,6,0,0,0,0,0
-1.0199552324653074,-1.674318187651451,-1.1102027972683468,-1.0721635287927156,-0.3692077270185916,-0.6405289077880376,-0.846639576323838,-0.24883006194463347,2,0,0,0,0,0,0
-0.5276546005877236,0.18456660570479316,-0.513736966667591,-0.6962947085435133,-0.3638352163816864,-0.3789465568854497,0.18594612184724998,-0.2251900565066877,2,9,0,0,0,0,1
-0.20776127709273837,-0.0219761491125673,-0.25810875355298124,-0.8142722394784481,-0.36598601239217654,-0.5994623915471605,-0.9411368129443436,-0.23144770500496747,2,4,0,0,0,0,0
-1.6521153632015022,-1.4677754328340904,-1.4936451169402611,-1.0863189576136731,-0.36922771198632764,-0.7004250493795351,-1.3606973914306566,-0.2905477185998319,3,6,2,0,0,0,1
-0.03568425091010648,-1.0546899231993696,0.13953513351418942,-0.8165221089599248,2.76051988315993,-0.6931323055929456,-0.8382358485638308,-0.2571735932756732,3,6,2,0,0,0,0
-1.1387967731442215,-1.26123267801673,-0.669954208015408,-0.5273201360284399,-0.3639544370512842,-0.2862928448427141,-1.1802854486679506,-0.2731653616601659,2,4,0,0,0,0,1
0.7016557476881995,0.8041948701568745,-0.32911659052926173,-0.20338580297665826,-0.3529275588187137,-0.2307006176170727,0.9520263683951333,-0.24257241344635372,3,6,0,0,0,0,0
-0.8569759796090299,0.3911093605221536,-0.982388690711042,-0.47182335548534776,-0.3653258193200684,-0.04168704504989199,-0.5875544375100014,4.349846290013409,2,4,0,0,0,0,1
3.8152560724284825,1.4238231346089558,-0.1728993491814445,0.5203222135650156,-0.36249002131200464,1.044872002563531,1.996263163337589,-0.23283829356014074,1,9,0,0,0,0,1
-0.8543337220092967,-0.6416044135646487,1.2898620925299327,-0.36214221826335835,-0.3636760257766165,0.08695217321847387,-0.0819003501631898,-0.28220418726879226,2,2,0,0,0,0,0
-1.1944343110113331,-1.0546899231993696,-1.451040414754493,-1.0400560164008084,-0.3694537488627906,-0.8134625780716725,-1.198880931370945,-0.2307524107273808,2,2,0,0,0,0,0
1.479380251646066,1.2172803797915954,1.8863279231306889,0.7707608102218915,-0.348265548241666,0.30961996506311273,1.3447665391367427,4.148210949513283,1,6,0,0,1,1,1
0.628182971022888,0.8041948701568745,0.3241555096525187,1.327978485134289,-0.3635816140324841,0.2729171397765065,1.262785492797099,-0.2203229965635812,1,0,0,0,1,1,0
-0.6003767358894745,0.8041948701568745,0.5939852901623843,0.2098870974020942,-0.36366431045070224,-0.026802674534639626,-0.510132860486957,-0.23005711644979418,1,2,0,0,0,0,0
-0.4836069653739876,-0.0219761491125673,0.3525586444430308,-0.7752276295186544,-0.36914708297856497,-0.7906279212972693,-1.3923454725694069,-0.2557830047204999,2,2,0,0,0,0,1
-0.20776127709273837,-0.8481471683820091,-0.47113226448182266,-0.4306226206058056,-0.3663443635377885,-0.07653679609564353,-0.045603398348690954,-0.23144770500496747,1,6,0,0,0,0,0
1.1088336489380113,1.010737624974235,-0.6131479384343835,-0.156888500359473,-0.365276890605956,-0.3992705969464369,-0.1650436141717709,-0.22936182217220755,2,6,0,0,0,0,0
-0.4572144150311969,-1.0546899231993696,-1.3232263081971882,-0.9596231824380161,-0.36085538877855944,-0.7329435134771145,-0.4760709426511835,-0.28359477582396553,2,6,0,0,0,0,1
-1.0714192043510222,-0.4350616587472882,1.8579247883401764,0.5639603070494908,2.76051988315993,-0.12023348222676596,-0.3834511345728071,-0.22379946795151442,1,2,0,0,0,0,0
1.056619035688736,-1.0546899231993696,-0.6131479384343835,-0.9336090665584417,-0.362740867113933,-0.8098759827667924,-0.5615386419976389,-0.2307524107273808,3,6,0,0,1,1,0
2.3821315811185855,0.597652115339514,1.4176761990872377,1.008590763326325,-0.3569865746795874,0.9663853419750718,3.064401682367988,-0.28568065865672543,1,6,0,0,0,1,1
-0.8725893199710905,-0.6416044135646487,-1.3942341451734686,-0.9682476821170102,-0.36480138620120167,-0.6704769785837863,-0.43387350113284984,-0.24535359055670028,2,2,0,0,0,0,1
0.558493426829922,-0.6416044135646487,-0.1871009165767008,0.002992849667965444,-0.36169889224438445,-0.16542458306825508,-0.7052066261501011,-0.2356194706704873,2,6,0,0,0,0,0
-0.20776127709273837,-1.26123267801673,1.9715373275022257,-0.6452507946825106,-0.3684152196773344,-0.1918458351475384,-0.4088411205711265,-0.23144770500496747,1,6,0,0,0,0,0
-0.7717631720176307,0.597652115339514,0.49457431839559174,0.15917128950714013,2.76051988315993,-0.01980881369012345,0.04817862739862258,-0.2217135851187545,3,7,0,0,0,0,0
0.5299390293600768,-0.8481471683820091,0.3809617792335429,-0.3532833571800438,-0.3607561530766976,-0.377272812409839,-0.4789317861439519,-0.2321429992825541,2,4,0,0,1,1,0
-0.22775836301799277,0.18456660570479316,-0.28651188834349334,-0.8281464346142211,-0.3663312699382373,-0.7678530411112807,0.6527106179642413,-0.22310417367392776,1,6,0,0,1,2,0
-0.7197587383501524,0.597652115339514,-0.8119698819679689,0.16531155830033697,2.76051988315993,0.20094612732524605,-0.14206746487047484,-0.22936182217220755,1,0,0,0,0,0,0
-0.20776127709273837,1.2172803797915954,-0.47113226448182266,1.2509673276745759,-0.3472070340884738,0.8502992072737862,0.23601088297069667,-0.23144770500496747,1,9,0,0,0,0,0
-0.27519889719502266,0.18456660570479316,1.19045112076314,-0.8043821882161234,-0.3649998576049252,-0.5447070365593245,-0.629126069514292,-0.24187711916876709,2,6,0,0,1,1,0
-0.20941268809257169,1.8369086442436768,-0.6131479384343835,-0.3817817039454154,-0.3621509659973103,-0.29286826956832757,1.2756592885145566,-0.22797123361703425,1,7,0,0,0,0,0
-1.0806671059500887,-0.6416044135646487,-1.0533965276873225,-0.5721300365345175,-0.3649378352912616,-0.1045720160621229,-0.22977019819565556,-0.24257241344635372,2,2,0,0,0,0,0
-0.20776127709273837,1.6303658894263162,0.46617118360507964,1.4677984989518935,-0.36561870246792433,-0.7853078049283638,-0.019408800118030454,-0.23144770500496747,2,6,0,0,0,0,0
0.252712160969876,-0.6416044135646487,3.1360658539132245,0.9167210928326928,-0.3634486106265166,1.448184644597297,-0.195708280359882,-0.22240887939634113,1,4,0,0,0,0,0
-0.18277993251344163,-0.6416044135646487,-0.854574584153737,-0.8482546431049192,-0.3637387372270986,-0.6089070925166781,-0.4911797723473665,-0.23909594205842052,2,6,0,0,0,0,0
0.2865210479846454,-1.0546899231993696,1.8721263557354326,-0.07884615272074974,-0.3677040304806584,-0.578480809013612,-1.4129971865328286,-0.22240887939634113,2,4,2,0,0,0,0
-0.20776127709273837,1.6303658894263162,0.23894610528098198,-0.5125084952753849,-0.36381247486667645,-0.29890570499820907,-0.884366949884721,-0.23144770500496747,1,0,0,0,1,1,0
-0.60614166156162,0.3911093605221536,-0.27231032094823754,0.20843405669530718,-0.3636119360524974,0.3619244799259474,0.10664711628207639,-0.2251900565066877,2,4,0,0,0,0,0
3.2103292103622665,1.2172803797915954,1.2330558229489084,5.0966036111695,-0.35465867050674676,5.521600485526444,3.2192448364140764,-0.2877665414894854,1,2,0,0,0,0,0
-0.19458001474861425,-0.0219761491125673,0.3383570770477745,-0.6891701218521704,-0.36632300029641546,-0.3067364380805306,0.12416978267528272,-0.22588535078427432,2,2,0,0,0,0,0
0.44724837675024104,-0.4350616587472882,0.02592259435214058,-0.28325616956908134,-0.3640006092181227,-0.06272840417185518,-1.0661199130346624,-0.2828994815463789,2,0,0,0,0,0,1
-0.20776127709273837,-1.674318187651451,-1.0107918255015542,-0.6684057014293749,-0.36638915743099,-0.46388908902269316,-1.2900703177029371,-0.23144770500496747,2,4,0,0,0,0,0
-0.20776127709273837,-1.26123267801673,0.5513805879766159,-0.05137899613438829,-0.36783152079207804,-0.5820076277300774,-1.3517572555157555,-0.23144770500496747,3,0,0,1,1,2,0
-0.20776127709273837,-0.8481471683820091,-1.152807499454115,-0.7974450906482369,-0.36518247886182365,-0.646028353922187,-1.1424686737479186,-0.23144770500496747,2,2,0,0,0,0,1
-0.20776127709273837,0.597652115339514,-0.35751972531977383,1.9672695238397222,-0.36320603446641003,-0.18927544184570766,-0.30620836026806075,-0.23144770500496747,1,6,0,0,0,0,0
-0.26162730134184703,0.3911093605221536,-0.826171449363225,-0.3747508618158007,-0.36163480252026536,0.06872031375200009,0.568315734927574,-0.23492417639290067,2,4,0,0,0,0,1
-0.12630167631914208,1.4238231346089558,-0.22970561876246917,0.13671946697323717,-0.361028362119999,0.09729352301421146,0.5881628366586548,-0.2356194706704873,2,7,0,0,0,0,1
